file	runs obj_mean  obj_sd t_mean
100_10_2   10 25326.70 3773.02  600.8
100_2_2    10    24.91    3.53  600.0
100_20_2   10 70018.47 5069.51  603.4
100_5_2    10  4152.45  960.04  600.4
50_10_2    10 27984.67 2226.47  600.0
50_2_2     10     5.20    3.84  600.0
50_20_2    10 75274.73 3735.92  600.0
50_5_2     10  4620.43 1635.42  600.0
500_10_2   10 26350.73 4370.39  891.3
500_2_2    10    12.20    9.21  658.1
500_20_2   10 68675.66 4683.99 1054.9
500_5_2    10  4860.43  639.30  659.8
