file runs  obj_mean   obj_sd t_mean
100_10_2   10 18907.91 1487.89  600.0
100_2_2    10     5.66    4.58  600.0
100_20_2   10 54804.84 3936.58  600.0
100_5_2    10  2758.43  430.56  600.0
50_10_2    10 16638.17 1809.99  600.0
50_2_2     10     9.34    1.37  600.0
50_20_2    10 59790.25 2904.74  600.0
50_5_2     10  2584.34  273.88  600.0
500_10_2   10 33721.92 4096.02  602.0
500_2_2    10   396.14  144.96  601.0
500_20_2   10 77832.69 4099.02  602.7
500_5_2    10  9750.26 1926.49  601.3
