file obj_mean
50_2_2	9.756
50_3_2	160.388
50_4_2	1182.235
50_5_2	2655.387
50_10_2	16373.839
50_15_2	30826.276
50_20_2	51983.338
100_2_2	6.302
100_3_2	268.379
100_4_2	910.838
100_5_2	2837.741
100_10_2	15262.796
100_15_2	33829.226
100_20_2	45211.776
500_2_2	2.539
500_3_2	260.085
500_4_2	910.455
500_5_2	4176.629
500_10_2	10324.87
500_15_2	26118.369
500_20_2	39474.872
