file runs  obj_mean   obj_sd t_mean
100_10_2   10 31067.38 2332.22    600
100_2_2    10    11.97    7.03    600
100_20_2   10 72276.60 4203.99    600
100_5_2    10  4314.65 1168.39    600
50_10_2    10 31401.56 3090.81    600
50_2_2     10    20.00   10.47    600
50_20_2    10 78909.39 5201.28    600
50_5_2     10  4150.72 1427.83    600
500_10_2   10 28330.74 3397.05    600
500_2_2    10    15.55   11.05    600
500_20_2   10 69171.82 3740.98    600
500_5_2    10  4719.40 1184.42    600
