50_2_2	9.193
50_3_2	314.392
50_4_2	1017.283
50_5_2	3002.869
50_10_2	19560.318
50_15_2	34362.391
50_20_2	50382.384
100_2_2	19.513
100_3_2	98.372
100_4_2	1021.628
100_5_2	2539.387
100_10_2	18367.389
100_15_2	27893.837
100_20_2	45673.837
500_2_2	7.438
500_3_2	129.352
500_4_2	683.273
500_5_2	1453.29
500_10_2	10918.141
500_15_2	21390.093
500_20_2	38275.503
