file obj_mean
50_2_2	5.023
50_3_2	110.228
50_4_2	1002.832
50_5_2	2217.288
50_10_2	15025.637
50_15_2	21723.622
50_20_2	52632.307
100_2_2	4.523
100_3_2	263.992
100_4_2	1132.432
100_5_2	2717.689
100_10_2	17066.389
100_15_2	31126.352
100_20_2	46182.389
500_2_2	1.017
500_3_2	13.589
500_4_2	4.869
500_5_2	2083.585
500_10_2	17283.48
500_15_2	28970.01
500_20_2	43763.0979
