file	obj	time	gap	valid
100_10_2	16522.383000	599.933107	0	0
100_20_2	63320.091000	599.897513	0	0
100_2_2	1.067000	599.942964	0	0
100_5_2	3778.692000	599.953433	0	0
500_10_2	23929.710000	599.917656	0	0
500_20_2	57691.895000	600.013015	0	0
500_2_2	6.080000	599.930556	0	0
500_5_2	4509.678000	599.936673	0	0
50_10_2	19303.636000	599.921328	0	0
50_20_2	48281.499000	599.735610	0	0
50_2_2	12.827000	599.993384	0	0
50_5_2	4845.067000	599.964955	0	0
