file obj_mean
50_2_2	7.892
50_3_2	212.211
50_4_2	1201.398
50_5_2	4881.732
50_10_2	15263.833
50_15_2	30025.245
50_20_2	48292.728
100_2_2	4.241
100_3_2	172.391
100_4_2	521.843
100_5_2	4112.556
100_10_2	15938.556
100_15_2	29731.532
100_20_2	51822.651
500_2_2	1.006
500_3_2	9.225
500_4_2	1213.708
500_5_2	2023.652
500_10_2	15928.492
500_15_2	22028.363
500_20_2	40654.702
