file obj_mean
50_2_2	5.438
50_3_2	283.563
50_4_2	783.046
50_5_2	925.226
50_10_2	15722.29
50_15_2	30728.546
50_20_2	50647.836
100_2_2	19.513
100_3_2	124.566
100_4_2	521.283
100_5_2	2347.346
100_10_2	15792.742
100_15_2	30286.522
100_20_2	46782.412
500_2_2	1.354
500_3_2	124.54
500_4_2	1243.564
500_5_2	1922.135
500_10_2	12938.304
500_15_2	20394.564
500_20_2	32934.495
