file runs  obj_mean   obj_sd t_mean
100_10_2   10 15733.25 2452.21  600.0
100_2_2    10     8.82    4.57  600.0
100_20_2   10 54956.14 4717.18  600.0
100_5_2    10  2166.07  315.41  600.0
50_10_2    10 18032.39  821.19  600.0
50_2_2     10     5.31    2.33  600.0
50_20_2    10 57424.84 3455.06  600.0
50_5_2     10  1702.26  619.91  600.0
500_10_2   10 36030.08 4598.13  602.2
500_2_2    10   273.52  137.78  601.3
500_20_2   10 74608.11 6346.25  603.1
500_5_2    10 10964.42 2206.06  601.5
